ts in ms,sensor id,mapped id,number,full name,league id,group id,group name,x in m,y in m,z in m
22150,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.389,2.479,1.6
22150,40849,2180,92,Ball,4460903,3,Ball,38.081,7.202,0.165
22150,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.902,19.121,1.6
22150,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.07,8.693,1.6
22150,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.259,9.707,1.6
22200,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.252,13.195,1.6
22200,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,32.77,10.114,1.6
22200,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.059,10.769,1.6
22200,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.389,2.566,1.6
22200,40849,2180,92,Ball,4460903,3,Ball,38.11,7.173,0.271
22200,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.866,19.153,1.6
22200,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.039,8.694,1.6
22200,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.27,9.732,1.6
22250,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.252,13.204,1.6
22250,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,32.877,10.166,1.6
22250,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.116,10.771,1.6
22250,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.389,2.652,1.6
22250,40849,2180,92,Ball,4460903,3,Ball,38.029,7.169,0.501
22250,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.83,19.185,1.6
22250,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.008,8.696,1.6
22250,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.281,9.756,1.6
22300,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.252,13.214,1.6
22300,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,32.983,10.196,1.6
22300,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.173,10.773,1.6
22300,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.389,2.738,1.6
22300,40849,2180,92,Ball,4460903,3,Ball,37.887,6.967,0.597
22300,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.794,19.217,1.6
22300,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,-0.02,8.697,1.6
22300,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.293,9.78,1.6
22350,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.252,13.228,1.6
22350,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,33.088,10.223,1.6
22350,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.23,10.775,1.6
22350,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.389,2.824,1.6
22350,40849,2180,92,Ball,4460903,3,Ball,37.813,6.742,0.456
22350,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.758,19.249,1.6
22350,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,-0.04,8.698,1.6
22350,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.305,9.805,1.6
22400,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.252,13.241,1.6
22400,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,33.193,10.251,1.6
22400,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.286,10.781,1.6
22400,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.383,2.913,1.6
22400,40849,2180,92,Ball,4460903,3,Ball,37.776,6.737,0.192
22400,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.715,19.271,1.6
22400,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,-0.06,8.7,1.6
22400,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.312,9.835,1.6
22450,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.252,13.255,1.6
22450,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,33.298,10.278,1.6
22450,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.339,10.791,1.6
22450,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.377,3.001,1.6
22450,40849,2180,92,Ball,4460903,3,Ball,37.765,6.674,0.102
22450,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.671,19.294,1.6
22450,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,-0.081,8.702,1.6
22450,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.319,9.866,1.6
22500,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.252,13.268,1.6
22500,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,33.409,10.293,1.6
22500,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.393,10.801,1.6
22500,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.371,3.09,1.6
22500,40849,2180,92,Ball,4460903,3,Ball,37.721,6.436,0.108
22500,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.628,19.316,1.6
22500,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,-0.101,8.703,1.6
22500,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.325,9.896,1.6
22550,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.255,13.279,1.6
22550,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,33.526,10.298,1.6
22550,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.446,10.811,1.6
22550,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.365,3.179,1.6
22550,40849,2180,92,Ball,4460903,3,Ball,37.635,6.251,0.08
22550,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.592,19.34,1.6
22550,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,-0.115,8.708,1.6
22550,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.338,9.917,1.6
22600,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.267,13.285,1.6
22600,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,33.643,10.304,1.6
22600,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.499,10.82,1.6
22600,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.359,3.266,1.6
22600,40849,2180,92,Ball,4460903,3,Ball,37.613,6.166,0.085
22600,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.572,19.367,1.6
22600,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,-0.115,8.721,1.6
22600,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.364,9.919,1.6
22650,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.279,13.291,1.6
22650,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,33.759,10.309,1.6
22650,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.545,10.823,1.6
22650,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.354,3.341,1.6
22650,40849,2180,92,Ball,4460903,3,Ball,37.649,6.085,0.109
22650,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.551,19.393,1.6
22650,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,-0.115,8.734,1.6
22650,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.389,9.921,1.6
22700,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.291,13.296,1.6
22700,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,33.872,10.31,1.6
22700,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.591,10.827,1.6
22700,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.349,3.415,1.6
22700,40849,2180,92,Ball,4460903,3,Ball,37.602,5.906,0.103
22700,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.53,19.42,1.6
22700,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,-0.115,8.746,1.6
22700,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.415,9.923,1.6
22750,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.311,13.301,1.6
22750,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,33.984,10.31,1.6
22750,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.638,10.83,1.6
22750,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.344,3.489,1.6
22750,40849,2180,92,Ball,4460903,3,Ball,37.528,5.635,0.075
22750,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.51,19.446,1.6
22750,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,-0.115,8.763,1.6
22750,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.44,9.925,1.6
22800,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.337,13.304,1.6
22800,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,34.095,10.31,1.6
22800,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.682,10.832,1.6
22800,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.34,3.568,1.6
22800,40849,2180,92,Ball,4460903,3,Ball,37.448,5.484,0.042
22800,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.496,19.474,1.6
22800,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,-0.115,8.781,1.6
22800,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.473,9.925,1.6
22850,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.362,13.308,1.6
22850,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,34.207,10.308,1.6
22850,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.724,10.832,1.6
22850,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.34,3.654,1.6
22850,40849,2180,92,Ball,4460903,3,Ball,37.381,5.479,0.069
22850,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.494,19.505,1.6
22850,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,-0.115,8.8,1.6
22850,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.507,9.926,1.6
22900,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.388,13.312,1.6
22900,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,34.318,10.294,1.6
22900,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.765,10.832,1.6
22900,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.34,3.741,1.6
22900,40849,2180,92,Ball,4460903,3,Ball,37.376,5.404,0.17
22900,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.491,19.536,1.6
22900,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,-0.115,8.818,1.6
22900,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.54,9.927,1.6
22950,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.423,13.312,1.6
22950,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,34.429,10.279,1.6
22950,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.807,10.832,1.6
22950,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.34,3.827,1.6
22950,40849,2180,92,Ball,4460903,3,Ball,37.34,5.215,0.195
22950,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.489,19.567,1.6
22950,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,-0.103,8.863,1.6
22950,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.573,9.928,1.6
23000,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.459,13.312,1.6
23000,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,34.541,10.265,1.6
23000,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.864,10.825,1.6
23000,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.34,3.923,1.6
23000,40849,2180,92,Ball,4460903,3,Ball,37.257,5.054,0.111
23000,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.488,19.593,1.6
23000,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,-0.09,8.912,1.6
23000,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.6,9.919,1.6
23050,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.495,13.312,1.6
23050,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,34.652,10.25,1.6
23050,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.929,10.815,1.6
23050,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.34,4.024,1.6
23050,40849,2180,92,Ball,4460903,3,Ball,37.224,4.926,0.096
23050,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.488,19.615,1.6
23050,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,-0.076,8.961,1.6
23050,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.624,9.905,1.6
23100,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.526,13.312,1.6
23100,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,34.769,10.21,1.6
23100,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.994,10.805,1.6
23100,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.34,4.126,1.6
23100,40849,2180,92,Ball,4460903,3,Ball,37.249,4.738,0.146
23100,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.488,19.638,1.6
23100,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,-0.061,9.011,1.6
23100,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.648,9.891,1.6
23150,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.529,13.312,1.6
23150,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,34.887,10.164,1.6
23150,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,40.059,10.795,1.6
23150,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.34,4.227,1.6
23150,40849,2180,92,Ball,4460903,3,Ball,37.28,4.621,0.111
23150,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.488,19.661,1.6
23150,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,-0.034,9.066,1.6
23150,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.672,9.877,1.6
23200,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.533,13.311,1.6
23200,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,35.005,10.117,1.6
23200,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,40.127,10.777,1.6
23200,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.345,4.298,1.6
23200,40849,2180,92,Ball,4460903,3,Ball,37.314,4.536,0.025
23200,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.491,19.695,1.6
23200,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,-0.007,9.122,1.6
23200,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.682,9.861,1.6
23250,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.537,13.31,1.6
23250,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,35.123,10.07,1.6
23250,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,40.203,10.742,1.6
23250,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.351,4.366,1.6
23250,40849,2180,92,Ball,4460903,3,Ball,37.346,4.337,0.004
23250,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.495,19.729,1.6
23250,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.021,9.178,1.6
23250,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.691,9.845,1.6
23300,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.54,13.309,1.6
23300,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,35.247,10.013,1.6
23300,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,40.28,10.708,1.6
23300,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.356,4.435,1.6
23300,40849,2180,92,Ball,4460903,3,Ball,37.349,4.139,0.06
23300,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.498,19.763,1.6
23300,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.048,9.233,1.6
23300,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.699,9.828,1.6
23350,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.541,13.3,1.6
23350,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,35.378,9.943,1.6
23350,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,40.356,10.673,1.6
23350,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.361,4.503,1.6
23350,40849,2180,92,Ball,4460903,3,Ball,37.271,4.11,0.132
23350,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.502,19.797,1.6
23350,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.078,9.261,1.6
23350,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.708,9.814,1.6
23400,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.542,13.288,1.6
23400,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,35.51,9.872,1.6
23400,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,40.432,10.638,1.6
23400,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.368,4.579,1.6
23400,40849,2180,92,Ball,4460903,3,Ball,37.16,4.067,0.111
23400,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.51,19.83,1.6
23400,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.108,9.283,1.6
23400,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.716,9.808,1.6
23450,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.542,13.277,1.6
23450,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,35.641,9.802,1.6
23450,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,40.465,10.609,1.6
23450,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.377,4.661,1.6
23450,40849,2180,92,Ball,4460903,3,Ball,37.121,3.948,0.071
23450,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.519,19.864,1.6
23450,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.139,9.304,1.6
23450,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.724,9.802,1.6
23500,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.543,13.265,1.6
23500,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,35.73,9.716,1.6
23500,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,40.495,10.58,1.6
23500,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.385,4.743,1.6
23500,40849,2180,92,Ball,4460903,3,Ball,37.098,3.738,0.175
23500,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.527,19.898,1.6
23500,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.17,9.326,1.6
23500,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.732,9.796,1.6
23550,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.542,13.257,1.6
23550,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,35.803,9.624,1.6
23550,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,40.525,10.551,1.6
23550,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.393,4.824,1.6
23550,40849,2180,92,Ball,4460903,3,Ball,37.078,3.481,0.254
23550,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.535,19.932,1.6
23550,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.208,9.347,1.6
23550,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.747,9.785,1.6
23600,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.541,13.254,1.6
23600,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,35.877,9.533,1.6
23600,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,40.553,10.523,1.6
23600,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.401,4.907,1.6
23600,40849,2180,92,Ball,4460903,3,Ball,37.105,3.346,0.129
23600,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.537,19.957,1.6
23600,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.254,9.366,1.6
23600,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.769,9.767,1.6
23650,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.54,13.25,1.6
23650,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,35.95,9.441,1.6
23650,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,40.573,10.498,1.6
23650,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.409,4.995,1.6
23650,40849,2180,92,Ball,4460903,3,Ball,37.139,3.121,0.022
23650,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.538,19.981,1.6
23650,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.301,9.385,1.6
23650,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.792,9.749,1.6
23700,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.539,13.246,1.6
23700,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,36.026,9.318,1.6
23700,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,40.592,10.474,1.6
23700,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.417,5.082,1.6
23700,40849,2180,92,Ball,4460903,3,Ball,37.111,2.931,0.0
23700,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.539,20.005,1.6
23700,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.347,9.404,1.6
23700,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.814,9.731,1.6
23750,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.538,13.242,1.6
23750,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,36.102,9.195,1.6
23750,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,40.612,10.45,1.6
23750,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.426,5.169,1.6
23750,40849,2180,92,Ball,4460903,3,Ball,37.056,2.945,0.0
23750,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.54,20.029,1.6
23750,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.38,9.438,1.6
23750,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.837,9.713,1.6
23800,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.535,13.237,1.6
23800,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,36.178,9.072,1.6
23800,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,40.628,10.433,1.6
23800,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.439,5.251,1.6
23800,40849,2180,92,Ball,4460903,3,Ball,37.048,2.967,0.0
23800,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.541,20.042,1.6
23800,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.408,9.475,1.6
23800,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.859,9.69,1.6
23850,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.533,13.233,1.6
23850,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,36.256,8.947,1.6
23850,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,40.642,10.423,1.6
23850,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.458,5.329,1.6
23850,40849,2180,92,Ball,4460903,3,Ball,37.016,2.898,0.0
23850,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.541,20.046,1.6
23850,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.437,9.513,1.6
23850,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.882,9.661,1.6
23900,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.531,13.228,1.6
23900,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,36.338,8.817,1.6
23900,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,40.655,10.413,1.6
23900,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.477,5.406,1.6
23900,40849,2180,92,Ball,4460903,3,Ball,36.938,2.746,0.0
23900,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.541,20.05,1.6
23900,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.464,9.551,1.6
23900,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.905,9.632,1.6
23950,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.524,13.224,1.6
23950,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,36.419,8.687,1.6
23950,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,40.669,10.403,1.6
23950,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.496,5.483,1.6
23950,40849,2180,92,Ball,4460903,3,Ball,36.967,2.595,0.0
23950,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.541,20.055,1.6
23950,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.469,9.592,1.6
23950,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.928,9.603,1.6
24000,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.518,13.219,1.6
24000,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,36.501,8.557,1.6
24000,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,40.672,10.394,1.6
24000,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.508,5.55,1.6
24000,40849,2180,92,Ball,4460903,3,Ball,36.914,2.53,0.125
24000,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,0.538,20.055,1.6
24000,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.475,9.634,1.6
24000,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,12.959,9.587,1.6
24050,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,3.511,13.214,1.6
24050,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,36.583,8.427,1.6
