ts in ms,sensor id,mapped id,number,full name,league id,group id,group name,x in m,y in m,z in m
9200,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.597,10.855,1.6
9200,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,29.891,4.769,1.6
9200,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.109,9.488,1.6
9200,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.61,13.024,1.6
9200,40849,2180,92,Ball,4460903,3,Ball,29.787,5.24,1.291
9200,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,11.012,17.947,1.6
9200,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.718,10.458,1.6
9200,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,4.964,9.277,1.6
9250,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.592,10.817,1.6
9250,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,29.942,4.809,1.6
9250,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.117,9.495,1.6
9250,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.609,13.126,1.6
9250,40849,2180,92,Ball,4460903,3,Ball,29.597,5.482,1.719
9250,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.984,17.886,1.6
9250,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.715,10.462,1.6
9250,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,5.047,9.286,1.6
9300,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.587,10.778,1.6
9300,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,30.007,4.86,1.6
9300,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.125,9.502,1.6
9300,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.609,13.229,1.6
9300,40849,2180,92,Ball,4460903,3,Ball,29.643,5.561,1.964
9300,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.956,17.824,1.6
9300,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.711,10.467,1.6
9300,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,5.131,9.295,1.6
9350,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.584,10.748,1.6
9350,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,30.08,4.916,1.6
9350,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.133,9.508,1.6
9350,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.609,13.332,1.6
9350,40849,2180,92,Ball,4460903,3,Ball,29.787,5.455,1.913
9350,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.928,17.762,1.6
9350,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.703,10.47,1.6
9350,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,5.216,9.317,1.6
9400,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.584,10.729,1.6
9400,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,30.153,4.972,1.6
9400,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.14,9.515,1.6
9400,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.609,13.432,1.6
9400,40849,2180,92,Ball,4460903,3,Ball,29.974,5.334,1.919
9400,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.91,17.691,1.6
9400,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.688,10.47,1.6
9400,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,5.302,9.356,1.6
9450,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.584,10.711,1.6
9450,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,30.226,5.028,1.6
9450,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.142,9.519,1.6
9450,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.616,13.519,1.6
9450,40849,2180,92,Ball,4460903,3,Ball,30.197,5.238,1.895
9450,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.895,17.619,1.6
9450,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.673,10.47,1.6
9450,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,5.388,9.396,1.6
9500,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.584,10.692,1.6
9500,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,30.32,5.045,1.6
9500,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.145,9.522,1.6
9500,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.622,13.607,1.6
9500,40849,2180,92,Ball,4460903,3,Ball,30.376,5.185,1.82
9500,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.879,17.546,1.6
9500,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.658,10.47,1.6
9500,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,5.474,9.435,1.6
9550,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.584,10.656,1.6
9550,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,30.414,5.061,1.6
9550,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.147,9.526,1.6
9550,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.628,13.695,1.6
9550,40849,2180,92,Ball,4460903,3,Ball,30.442,5.169,1.807
9550,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.863,17.473,1.6
9550,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.654,10.472,1.6
9550,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,5.56,9.475,1.6
9600,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.584,10.613,1.6
9600,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,30.508,5.078,1.6
9600,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.148,9.529,1.6
9600,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.636,13.776,1.6
9600,40849,2180,92,Ball,4460903,3,Ball,30.476,5.256,1.807
9600,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.852,17.375,1.6
9600,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.654,10.475,1.6
9600,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,5.645,9.509,1.6
9650,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.584,10.57,1.6
9650,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,30.6,5.095,1.6
9650,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.149,9.53,1.6
9650,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.647,13.851,1.6
9650,40849,2180,92,Ball,4460903,3,Ball,30.51,5.484,1.789
9650,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.846,17.249,1.6
9650,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.654,10.478,1.6
9650,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,5.73,9.537,1.6
9700,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.584,10.527,1.6
9700,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,30.685,5.118,1.6
9700,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.149,9.531,1.6
9700,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.658,13.925,1.6
9700,40849,2180,92,Ball,4460903,3,Ball,30.552,5.647,1.706
9700,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.84,17.123,1.6
9700,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.654,10.481,1.6
9700,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,5.814,9.564,1.6
9750,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.59,10.503,1.6
9750,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,30.77,5.141,1.6
9750,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.15,9.533,1.6
9750,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.669,13.999,1.6
9750,40849,2180,92,Ball,4460903,3,Ball,30.614,5.68,1.715
9750,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.833,16.997,1.6
9750,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.654,10.496,1.6
9750,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,5.898,9.592,1.6
9800,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.597,10.479,1.6
9800,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,30.855,5.164,1.6
9800,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.147,9.535,1.6
9800,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.683,14.075,1.6
9800,40849,2180,92,Ball,4460903,3,Ball,30.67,5.579,1.918
9800,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.813,16.878,1.6
9800,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.654,10.511,1.6
9800,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,5.979,9.618,1.6
9850,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.604,10.455,1.6
9850,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,30.939,5.186,1.6
9850,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.143,9.538,1.6
9850,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.697,14.152,1.6
9850,40849,2180,92,Ball,4460903,3,Ball,30.642,5.445,2.068
9850,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.789,16.762,1.6
9850,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.654,10.525,1.6
9850,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,6.059,9.645,1.6
9900,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.609,10.424,1.6
9900,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,31.02,5.237,1.6
9900,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.139,9.541,1.6
9900,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.712,14.228,1.6
9900,40849,2180,92,Ball,4460903,3,Ball,30.563,5.38,2.112
9900,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.764,16.646,1.6
9900,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.66,10.537,1.6
9900,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,6.139,9.671,1.6
9950,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.611,10.377,1.6
9950,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,31.099,5.29,1.6
9950,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.135,9.544,1.6
9950,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.726,14.305,1.6
9950,40849,2180,92,Ball,4460903,3,Ball,30.608,5.391,2.155
9950,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.739,16.529,1.6
9950,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.683,10.54,1.6
9950,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,6.219,9.696,1.6
10000,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.614,10.329,1.6
10000,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,31.179,5.344,1.6
10000,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.131,9.549,1.6
10000,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.726,14.399,1.6
10000,40849,2180,92,Ball,4460903,3,Ball,30.775,5.65,2.113
10000,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.704,16.407,1.6
10000,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.706,10.543,1.6
10000,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,6.3,9.714,1.6
10050,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.616,10.282,1.6
10050,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,31.259,5.397,1.6
10050,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.128,9.556,1.6
10050,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.726,14.493,1.6
10050,40849,2180,92,Ball,4460903,3,Ball,31.33,6.4,1.79
10050,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.669,16.284,1.6
10050,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.729,10.545,1.6
10050,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,6.382,9.731,1.6
10100,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.619,10.234,1.6
10100,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,31.332,5.427,1.6
10100,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.124,9.564,1.6
10100,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.726,14.586,1.6
10100,40849,2180,92,Ball,4460903,3,Ball,32.099,7.092,1.511
10100,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.634,16.162,1.6
10100,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.752,10.548,1.6
10100,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,6.464,9.748,1.6
10150,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.62,10.186,1.6
10150,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,31.401,5.437,1.6
10150,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.12,9.571,1.6
10150,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.726,14.68,1.6
10150,40849,2180,92,Ball,4460903,3,Ball,32.679,7.451,1.431
10150,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.59,16.034,1.6
10150,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.785,10.551,1.6
10150,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,6.55,9.764,1.6
10200,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.62,10.138,1.6
10200,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,31.469,5.447,1.6
10200,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.115,9.58,1.6
10200,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.726,14.772,1.6
10200,40849,2180,92,Ball,4460903,3,Ball,33.414,7.755,1.188
10200,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.526,15.892,1.6
10200,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.839,10.554,1.6
10200,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,6.646,9.779,1.6
10250,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.62,10.089,1.6
10250,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,31.537,5.458,1.6
10250,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.094,9.596,1.6
10250,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.726,14.856,1.6
10250,40849,2180,92,Ball,4460903,3,Ball,34.105,8.034,0.95
10250,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.462,15.751,1.6
10250,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.892,10.556,1.6
10250,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,6.742,9.794,1.6
10300,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.62,10.04,1.6
10300,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,31.604,5.467,1.6
10300,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.074,9.613,1.6
10300,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.727,14.939,1.6
10300,40849,2180,92,Ball,4460903,3,Ball,34.612,8.397,1.047
10300,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.399,15.61,1.6
10300,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.945,10.559,1.6
10300,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,6.838,9.808,1.6
10350,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.618,9.992,1.6
10350,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,31.67,5.475,1.6
10350,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.053,9.63,1.6
10350,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.727,15.022,1.6
10350,40849,2180,92,Ball,4460903,3,Ball,34.973,8.821,1.188
10350,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.335,15.469,1.6
10350,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,0.99,10.568,1.6
10350,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,6.933,9.823,1.6
10400,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.615,9.944,1.6
10400,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,31.737,5.484,1.6
10400,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.035,9.656,1.6
10400,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.727,15.103,1.6
10400,40849,2180,92,Ball,4460903,3,Ball,35.635,9.19,1.195
10400,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.259,15.321,1.6
10400,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.028,10.582,1.6
10400,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,7.027,9.844,1.6
10450,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.613,9.896,1.6
10450,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,31.802,5.492,1.6
10450,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.023,9.7,1.6
10450,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.726,15.178,1.6
10450,40849,2180,92,Ball,4460903,3,Ball,36.853,9.436,1.021
10450,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.161,15.161,1.6
10450,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.067,10.595,1.6
10450,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,7.121,9.864,1.6
10500,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.61,9.848,1.6
10500,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,31.852,5.497,1.6
10500,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.011,9.743,1.6
10500,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.725,15.253,1.6
10500,40849,2180,92,Ball,4460903,3,Ball,38.133,9.361,0.59
10500,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,10.064,15.0,1.6
10500,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.105,10.609,1.6
10500,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,7.215,9.885,1.6
10550,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.595,9.795,1.6
10550,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,31.903,5.502,1.6
10550,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,38.999,9.787,1.6
10550,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.724,15.328,1.6
10550,40849,2180,92,Ball,4460903,3,Ball,38.787,9.12,0.315
10550,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,9.967,14.84,1.6
10550,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.141,10.616,1.6
10550,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,7.309,9.905,1.6
10600,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.579,9.741,1.6
10600,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,31.954,5.507,1.6
10600,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,38.995,9.833,1.6
10600,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.724,15.4,1.6
10600,40849,2180,92,Ball,4460903,3,Ball,38.926,8.772,0.187
10600,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,9.859,14.68,1.6
10600,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.177,10.623,1.6
10600,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,7.387,9.925,1.6
10650,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.562,9.687,1.6
10650,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,32.004,5.513,1.6
10650,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,38.996,9.881,1.6
10650,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.724,15.47,1.6
10650,40849,2180,92,Ball,4460903,3,Ball,38.921,8.537,0.138
10650,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,9.747,14.519,1.6
10650,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.212,10.629,1.6
10650,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,7.455,9.944,1.6
10700,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.545,9.634,1.6
10700,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,32.028,5.532,1.6
10700,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,38.998,9.929,1.6
10700,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.724,15.54,1.6
10700,40849,2180,92,Ball,4460903,3,Ball,38.78,8.147,0.32
10700,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,9.634,14.358,1.6
10700,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.242,10.637,1.6
10700,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,7.523,9.963,1.6
10750,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.525,9.587,1.6
10750,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,32.045,5.555,1.6
10750,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,38.999,9.977,1.6
10750,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.724,15.611,1.6
10750,40849,2180,92,Ball,4460903,3,Ball,38.562,7.787,0.66
10750,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,9.521,14.198,1.6
10750,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.241,10.648,1.6
10750,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,7.591,9.982,1.6
10800,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.504,9.539,1.6
10800,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,32.062,5.578,1.6
10800,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,38.999,10.021,1.6
10800,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.73,15.655,1.6
10800,40849,2180,92,Ball,4460903,3,Ball,38.421,7.667,0.818
10800,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,9.399,14.089,1.6
10800,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.241,10.66,1.6
10800,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,7.664,9.994,1.6
10850,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.484,9.492,1.6
10850,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,32.079,5.601,1.6
10850,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.0,10.057,1.6
10850,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.738,15.697,1.6
10850,40849,2180,92,Ball,4460903,3,Ball,38.347,7.538,0.845
10850,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,9.276,13.985,1.6
10850,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.24,10.672,1.6
10850,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,7.737,10.005,1.6
10900,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.463,9.444,1.6
10900,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,32.089,5.622,1.6
10900,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.0,10.093,1.6
10900,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.745,15.739,1.6
10900,40849,2180,92,Ball,4460903,3,Ball,38.209,7.281,0.768
10900,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,9.153,13.88,1.6
10900,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.239,10.684,1.6
10900,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,7.811,10.016,1.6
10950,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.437,9.395,1.6
10950,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,32.092,5.64,1.6
10950,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.0,10.129,1.6
10950,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.752,15.781,1.6
10950,40849,2180,92,Ball,4460903,3,Ball,38.109,6.984,0.687
10950,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,9.032,13.773,1.6
10950,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.24,10.728,1.6
10950,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,7.882,10.028,1.6
11000,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.41,9.346,1.6
11000,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,32.095,5.657,1.6
11000,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.001,10.165,1.6
11000,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.765,15.834,1.6
11000,40849,2180,92,Ball,4460903,3,Ball,38.202,6.76,0.74
11000,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,8.915,13.656,1.6
11000,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.24,10.78,1.6
11000,35906,2874,49,Lovelace Lifter,1072735,1,Quantum Quicks,7.949,10.039,1.6
11050,46573,2186,44,Curie Crosser,2584124,1,Quantum Quicks,10.383,9.296,1.6
11050,28485,3845,1,Kepler Keeper,3646225,2,Cosmic Chargers,32.098,5.675,1.6
11050,16865,1312,19,Franklin Forward,1688828,2,Cosmic Chargers,39.01,10.2,1.6
11050,16438,2454,73,Edison Enforcer,2607408,1,Quantum Quicks,17.781,15.897,1.6
11050,40849,2180,92,Ball,4460903,3,Ball,38.116,6.501,0.695
11050,36677,1373,76,Schrodinger Scorer,4994299,1,Quantum Quicks,8.798,13.538,1.6
11050,36434,1640,96,Feynman Forward,4498227,1,Quantum Quicks,1.241,10.832,1.6
